Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],CAGR [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Alpha [%],Beta,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,Kelly Criterion,_strategy,_equity_curve,_trades,Ticker,n_fast,n_slow,train_start,train_end,test_start,test_end,Commissions [$]
2010-01-04,2010-12-30,360 days,0.0,100000.0,100000.0,0.0,-1.5151467399872485,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,,,"MACDStrategy(n_fast=12,n_slow=26)","              Equity  DrawdownPct  DrawdownDuration
Date                                               
2010-01-04  100000.0          0.0               NaN
2010-01-05  100000.0          0.0               NaN
2010-01-06  100000.0          0.0               NaN
2010-01-07  100000.0          0.0               NaN
2010-01-08  100000.0          0.0               NaN
...              ...          ...               ...
2010-12-24  100000.0          0.0               NaN
2010-12-27  100000.0          0.0               NaN
2010-12-28  100000.0          0.0               NaN
2010-12-29  100000.0          0.0               NaN
2010-12-30  100000.0          0.0               NaN

[243 rows x 3 columns]","Empty DataFrame
Columns: [Size, EntryBar, ExitBar, EntryPrice, ExitPrice, SL, TP, PnL, Commission, ReturnPct, EntryTime, ExitTime, Duration, Tag]
Index: []",8411.T,12,26,2005-01-03,2010-01-02,2010-01-03,2011-01-02,
2011-01-04,2011-12-30,360 days,0.0,100000.0,100000.0,0.0,-28.641673798362476,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,,,"MACDStrategy(n_fast=12,n_slow=26)","              Equity  DrawdownPct  DrawdownDuration
Date                                               
2011-01-04  100000.0          0.0               NaN
2011-01-05  100000.0          0.0               NaN
2011-01-06  100000.0          0.0               NaN
2011-01-07  100000.0          0.0               NaN
2011-01-11  100000.0          0.0               NaN
...              ...          ...               ...
2011-12-26  100000.0          0.0               NaN
2011-12-27  100000.0          0.0               NaN
2011-12-28  100000.0          0.0               NaN
2011-12-29  100000.0          0.0               NaN
2011-12-30  100000.0          0.0               NaN

[245 rows x 3 columns]","Empty DataFrame
Columns: [Size, EntryBar, ExitBar, EntryPrice, ExitPrice, SL, TP, PnL, Commission, ReturnPct, EntryTime, ExitTime, Duration, Tag]
Index: []",8411.T,12,26,2006-01-03,2011-01-02,2011-01-03,2012-01-02,
2012-01-04,2012-12-28,359 days,62.096774193548384,98966.86232410265,100049.02157117297,-1.0331376758973494,51.86712227759762,-1.0497134220447402,1.7976114891930426,-0.7263324281751804,-0.5839489947385472,-0.848164973514116,-0.4818713448270035,-4.172295275958393,0.06052307246312958,-2.1784101364682673,-1.2023965531554603,276 days,142 days,1,0.0,-10.420396744128873,-10.420396744128873,-10.420396744128869,223 days,223 days,0.0,-10.420396744128873,,,"MACDStrategy(n_fast=12,n_slow=26)","                   Equity  DrawdownPct DrawdownDuration
Date                                                   
2012-01-04  100000.000000     0.000000              NaT
2012-01-05  100000.000000     0.000000              NaT
2012-01-06  100000.000000     0.000000              NaT
2012-01-10  100000.000000     0.000000              NaT
2012-01-11  100000.000000     0.000000              NaT
...                   ...          ...              ...
2012-12-21   98966.862324     0.010816              NaT
2012-12-25   98966.862324     0.010816              NaT
2012-12-26   98966.862324     0.010816              NaT
2012-12-27   98966.862324     0.010816              NaT
2012-12-28   98966.862324     0.010816         276 days

[248 rows x 3 columns]","   Size  EntryBar  ExitBar  ...  Exit__macd_ind…(C,12,26,9)_2  Entry__sma_indi…(V,20) Exit__sma_indi…(V,20)
0    12        53      206  ...                     -0.729561              15774319.5             7436289.0

[1 rows x 22 columns]",8411.T,12,26,2007-01-03,2012-01-02,2012-01-03,2013-01-02,37.66734495875218
2013-01-04,2013-12-30,360 days,58.77551020408164,99793.13482286836,100364.61313321095,-0.20686517713163632,43.86978269858513,-0.21276931856811787,2.087183069135823,-0.14485059718022386,-0.10194089905885106,-0.14574098627653026,-0.11399356837948749,-2.5346667634250553,0.0530616165182987,-1.8665028351406932,-0.855389247094962,231 days,89 days,2,50.0,1.8889925908072016,-4.143568533242865,-1.1733070699133652,206 days,105 days,0.4558854464822442,-1.1272879712178319,-0.3678936313079524,-0.5820122206159646,"MACDStrategy(n_fast=12,n_slow=26)","                   Equity  DrawdownPct DrawdownDuration
Date                                                   
2013-01-04  100000.000000     0.000000              NaT
2013-01-07  100000.000000     0.000000              NaT
2013-01-08  100000.000000     0.000000              NaT
2013-01-09  100000.000000     0.000000              NaT
2013-01-10  100000.000000     0.000000              NaT
...                   ...          ...              ...
2013-12-24   99615.419330     0.007465              NaT
2013-12-25   99615.419330     0.007465              NaT
2013-12-26   99615.419330     0.007465              NaT
2013-12-27   99726.070641     0.006362              NaT
2013-12-30   99793.134823     0.005694         231 days

[245 rows x 3 columns]","   Size  EntryBar  ExitBar  ...  Exit__macd_ind…(C,12,26,9)_2  Entry__sma_indi…(V,20) Exit__sma_indi…(V,20)
0     7        64      205  ...                     -1.362506              30865372.0            11433431.0
1     7       243      244  ...                      7.692398              12292809.0            13630823.0

[2 rows x 22 columns]",8411.T,12,26,2008-01-03,2013-01-02,2013-01-03,2014-01-02,74.49260962578678
2014-01-06,2014-12-30,358 days,0.0,100000.0,100000.0,0.0,-8.04053934351573,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,,,"MACDStrategy(n_fast=12,n_slow=26)","              Equity  DrawdownPct  DrawdownDuration
Date                                               
2014-01-06  100000.0          0.0               NaN
2014-01-07  100000.0          0.0               NaN
2014-01-08  100000.0          0.0               NaN
2014-01-09  100000.0          0.0               NaN
2014-01-10  100000.0          0.0               NaN
...              ...          ...               ...
2014-12-24  100000.0          0.0               NaN
2014-12-25  100000.0          0.0               NaN
2014-12-26  100000.0          0.0               NaN
2014-12-29  100000.0          0.0               NaN
2014-12-30  100000.0          0.0               NaN

[244 rows x 3 columns]","Empty DataFrame
Columns: [Size, EntryBar, ExitBar, EntryPrice, ExitPrice, SL, TP, PnL, Commission, ReturnPct, EntryTime, ExitTime, Duration, Tag]
Index: []",8411.T,12,26,2009-01-03,2014-01-02,2014-01-03,2015-01-02,
2015-01-05,2015-12-30,359 days,45.08196721311475,100108.32486384248,102311.15570994254,0.10832486384248477,25.357706023351767,0.11187848475042728,2.2385574616279613,0.07602635383050504,0.04997793742987733,0.07055072170350811,0.05045544269966021,-1.6330789804348067,0.06867355598624113,-2.217371977417626,-0.39540688303821847,212 days,36 days,1,100.0,1.2630979843228471,1.2630979843228471,1.2630979843228474,163 days,163 days,,1.2630979843228471,,,"MACDStrategy(n_fast=12,n_slow=26)","                   Equity  DrawdownPct DrawdownDuration
Date                                                   
2015-01-05  100000.000000     0.000000              NaT
2015-01-06  100000.000000     0.000000              NaT
2015-01-07  100000.000000     0.000000              NaT
2015-01-08  100000.000000     0.000000              NaT
2015-01-09  100000.000000     0.000000              NaT
...                   ...          ...              ...
2015-12-24  100108.324864     0.021531              NaT
2015-12-25  100108.324864     0.021531              NaT
2015-12-28  100108.324864     0.021531              NaT
2015-12-29  100108.324864     0.021531              NaT
2015-12-30  100108.324864     0.021531         212 days

[244 rows x 3 columns]","   Size  EntryBar  ExitBar  ...  Exit__macd_ind…(C,12,26,9)_2  Entry__sma_indi…(V,20) Exit__sma_indi…(V,20)
0     6        73      182  ...                     -1.685886              15319905.5            22296935.5

[1 rows x 22 columns]",8411.T,12,26,2010-01-03,2015-01-02,2015-01-03,2016-01-02,34.59033097056906
2016-01-04,2016-12-30,361 days,33.87755102040816,102050.35254972785,103066.01738285761,2.050352549727846,-8.63350758416309,2.109547713502513,1.7881848597656722,1.4268796276891482,1.1797145591418066,2.1884594234051193,2.140693211163298,2.240013658751615,0.021968024835198424,-0.9854507420781422,-0.35445209715963355,51 days,12 days,1,100.0,22.07508808537706,22.07508808537706,22.07508808537706,122 days,122 days,,22.07508808537706,,,"MACDStrategy(n_fast=12,n_slow=26)","                   Equity  DrawdownPct DrawdownDuration
Date                                                   
2016-01-04  100000.000000     0.000000              NaT
2016-01-05  100000.000000     0.000000              NaT
2016-01-06  100000.000000     0.000000              NaT
2016-01-07  100000.000000     0.000000              NaT
2016-01-08  100000.000000     0.000000              NaT
...                   ...          ...              ...
2016-12-26  102547.499805     0.005031              NaT
2016-12-27  102591.630664     0.004603              NaT
2016-12-28  102525.436328     0.005245              NaT
2016-12-29  102233.080859     0.008082              NaT
2016-12-30  102050.352550     0.009855          14 days

[245 rows x 3 columns]","   Size  EntryBar  ExitBar  ...  Exit__macd_ind…(C,12,26,9)_2  Entry__sma_indi…(V,20) Exit__sma_indi…(V,20)
0     8       162      244  ...                    -17.279832              12471115.5            20378082.0

[1 rows x 22 columns]",8411.T,12,26,2011-01-03,2016-01-02,2016-01-03,2017-01-02,41.335709352311575
2017-01-04,2018-01-02,363 days,19.215686274509807,99973.47356363098,100171.32817788879,-0.02652643636902212,-1.5807730381425442,-0.026214401556157174,0.611445838455486,-0.018415793679860126,-0.042872810488619614,-0.06222264965754369,-0.04465207894170346,0.0010653904438275436,0.017454641588061804,-0.5870813224706062,-0.5870813224706062,67 days,67 days,1,0.0,-0.30232772284929366,-0.30232772284929366,-0.30232772284929377,68 days,68 days,0.0,-0.30232772284929366,,,"MACDStrategy(n_fast=12,n_slow=26)","                   Equity  DrawdownPct DrawdownDuration
Date                                                   
2017-01-04  100000.000000     0.000000              NaT
2017-01-05  100000.000000     0.000000              NaT
2017-01-06  100000.000000     0.000000              NaT
2017-01-10  100000.000000     0.000000              NaT
2017-01-11  100000.000000     0.000000              NaT
...                   ...          ...              ...
2017-12-27  100051.134086     0.001200              NaT
2017-12-28   99973.866508     0.001971              NaT
2017-12-29   99991.038871     0.001800              NaT
2018-01-01   99991.038871     0.001800              NaT
2018-01-02   99973.473564     0.001975          67 days

[255 rows x 3 columns]","   Size  EntryBar  ExitBar  ...  Exit__macd_ind…(C,12,26,9)_2  Entry__sma_indi…(V,20) Exit__sma_indi…(V,20)
0     6       206      254  ...                     -1.811542              11824557.5            11974718.0

[1 rows x 22 columns]",8411.T,12,26,2012-01-03,2017-01-02,2017-01-03,2018-01-02,35.1134412246637
2018-01-03,2018-12-31,362 days,10.038610038610038,99659.41886560824,100157.65998788564,-0.3405811343917594,-13.544667987073908,-0.33139150809874396,0.33281043129319854,-0.23721249523764865,-0.9957365423044552,-1.185441318856576,-0.5745118459766135,-0.25396104938050346,0.0063951427302551935,-0.5768227590423503,-0.5768227590423503,227 days,227 days,1,0.0,-3.9123041872134445,-3.9123041872134445,-3.9123041872134445,35 days,35 days,0.0,-3.9123041872134445,,,"MACDStrategy(n_fast=12,n_slow=26)","                   Equity  DrawdownPct DrawdownDuration
Date                                                   
2018-01-03  100000.000000     0.000000              NaT
2018-01-04  100000.000000     0.000000              NaT
2018-01-05  100000.000000     0.000000              NaT
2018-01-08  100000.000000     0.000000              NaT
2018-01-09  100000.000000     0.000000              NaT
...                   ...          ...              ...
2018-12-25   99659.418866     0.004975              NaT
2018-12-26   99659.418866     0.004975              NaT
2018-12-27   99659.418866     0.004975              NaT
2018-12-28   99659.418866     0.004975              NaT
2018-12-31   99659.418866     0.004975         227 days

[259 rows x 3 columns]","   Size  EntryBar  ExitBar  ...  Exit__macd_ind…(C,12,26,9)_2  Entry__sma_indi…(V,20) Exit__sma_indi…(V,20)
0     6        93      118  ...                     -0.851758               8062595.0             9813213.5

[1 rows x 22 columns]",8411.T,12,26,2013-01-03,2018-01-02,2018-01-03,2019-01-02,34.208794555939605
2019-01-04,2019-12-30,360 days,70.53941908713693,99754.63666172074,100000.0,-0.24536333827926138,3.088228808730154,-0.25654811715268844,0.9053739106873367,-0.17181761742762758,-0.2833615085704465,-0.41869143362560163,-0.18886319522094505,-0.4351762862191647,0.06146336936023608,-1.3583806884796212,-1.3583806884796212,257 days,257 days,1,0.0,-2.6238742387797593,-2.6238742387797593,-2.6238742387797553,256 days,256 days,0.0,-2.6238742387797593,,,"MACDStrategy(n_fast=12,n_slow=26)","                   Equity  DrawdownPct DrawdownDuration
Date                                                   
2019-01-04  100000.000000     0.000000              NaT
2019-01-07  100000.000000     0.000000              NaT
2019-01-08  100000.000000     0.000000              NaT
2019-01-09  100000.000000     0.000000              NaT
2019-01-10  100000.000000     0.000000              NaT
...                   ...          ...              ...
2019-12-24   99762.050830     0.002379              NaT
2019-12-25   99729.437427     0.002706              NaT
2019-12-26   99751.179980     0.002488              NaT
2019-12-27   99816.407642     0.001836              NaT
2019-12-30   99754.636662     0.002454         257 days

[241 rows x 3 columns]","   Size  EntryBar  ExitBar  ...  Exit__macd_ind…(C,12,26,9)_2  Entry__sma_indi…(V,20) Exit__sma_indi…(V,20)
0     7        71      240  ...                     -1.860987               7679834.0             7732809.0

[1 rows x 22 columns]",8411.T,12,26,2014-01-03,2019-01-02,2019-01-03,2020-01-02,36.987989919716526
