Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Commissions [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],CAGR [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Alpha [%],Beta,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,Kelly Criterion,_strategy,_equity_curve,_trades,Ticker,n_fast,n_slow,train_start,train_end,test_start,test_end
2010-01-04,2010-12-31,361 days,59.12698412698413,101229.96003338882,102109.78190639797,323.8993216343151,1.2299600333888228,10.550680116269463,1.2299600333895322,1.63847994445632,0.857001229331189,0.7506713997635517,1.1319599527941835,0.6232056397811977,0.8119986155117318,0.039614642209897154,-1.9736022187176627,-0.3515014715169462,260 days,39 days,8,37.5,14.699979224172269,-5.035498261073384,1.360771502109137,80 days,26 days,1.9556642377177724,1.5524211662264806,0.6392295818295515,0.18168384607427565,"FixedSmaStrategy(n_fast=8,n_slow=8)","                   Equity  DrawdownPct DrawdownDuration
Date                                                   
2010-01-04  100000.000000     0.000000              NaT
2010-01-05  100000.000000     0.000000              NaT
2010-01-06  100000.000000     0.000000              NaT
2010-01-07  100000.000000     0.000000              NaT
2010-01-08  100000.000000     0.000000              NaT
...                   ...          ...              ...
2010-12-27  101229.960033     0.008616              NaT
2010-12-28  101229.960033     0.008616              NaT
2010-12-29  101229.960033     0.008616              NaT
2010-12-30  101229.960033     0.008616              NaT
2010-12-31  101229.960033     0.008616         260 days

[252 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice  ...  Duration   Tag Entry__calculat…(C,20)  Exit__calculat…(C,20)
0   766        28       82   13.027122  ...   80 days  None              13.004311              15.228223
1   668        90       91   15.136806  ...    1 days  None              15.107679              15.046472
2   698       104      106   14.433529  ...    4 days  None              14.202503              14.151236
3   713       113      118   14.072037  ...    7 days  None              13.802886              13.838378
4   726       131      145   13.782842  ...   20 days  None              13.434817              13.828847
5   724       146      147   13.809124  ...    1 days  None              13.874527              13.899113
6   814       175      200   12.272020  ...   35 days  None              12.213740              12.774690
7   765       202      241   13.079999  ...   56 days  None              12.821380              14.315754

[8 rows x 16 columns]",INTC,8,8,2005-01-03,2010-01-02,2010-01-03,2011-01-02
2011-01-03,2011-12-30,361 days,44.047619047619044,100415.5838082943,101759.97003809806,522.2885559910632,0.41558380829429364,17.003975749486102,0.4155838082942953,1.7705274540493352,0.28992114017205584,0.2347231653165403,0.32886769191348453,0.3145658215088907,-0.2644973024950652,0.03999541758990761,-1.3211346557005066,-0.47446048245221273,121 days,34 days,13,30.76923076923077,8.662700141259707,-3.690585820685514,0.26834326578515366,33 days,11 days,1.3292448856870491,0.325938447587204,0.3206561805153526,0.07495381653526675,"FixedSmaStrategy(n_fast=8,n_slow=8)","                   Equity  DrawdownPct DrawdownDuration
Date                                                   
2011-01-03  100000.000000     0.000000              NaT
2011-01-04  100000.000000     0.000000              NaT
2011-01-05  100000.000000     0.000000              NaT
2011-01-06  100000.000000     0.000000              NaT
2011-01-07  100000.000000     0.000000              NaT
...                   ...          ...              ...
2011-12-23  100532.520090     0.012062              NaT
2011-12-27  100557.560007     0.011816              NaT
2011-12-28  100422.314909     0.013145              NaT
2011-12-29  100455.632126     0.012818              NaT
2011-12-30  100415.583808     0.013211          64 days

[252 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice  ...  Duration   Tag Entry__calculat…(C,20)  Exit__calculat…(C,20)
0    681        38       39   14.640235  ...    1 days  None              14.539891              14.543599
1    676        42       43   14.727741  ...    3 days  None              14.563501              14.547682
2    739        69       70   13.469018  ...    1 days  None              13.497287              13.496277
3    690        76       98   14.397921  ...   33 days  None              13.524549              15.732307
4    665       125      143   15.067266  ...   27 days  None              14.663278              15.396290
5    730       172      173   13.734716  ...    1 days  None              13.721701              13.685395
6    719       175      190   13.919675  ...   21 days  None              13.668269              14.648539
7    666       192      214   15.015712  ...   32 days  None              14.782118              16.465956
8    596       215      217   16.918335  ...    2 days  None              16.533769              16.595952
9    599       218      223   16.800846  ...    7 days  None              16.649752              16.857911
10   585       231      239   17.187869  ...   12 days  None              16.668499              16.792553
11   593       248      250   16.897602  ...    2 days  None              16.752471              16.762492
12   593       251      251   16.883776  ...    0 days  None              16.739339              16.739339

[13 rows x 16 columns]",INTC,8,8,2006-01-03,2011-01-02,2011-01-03,2012-01-02
2012-01-03,2013-01-02,365 days,40.23904382470119,98315.33962280124,100347.38061820995,433.6021348483647,-1.6846603771987576,-16.264747174872713,-1.6913150906523011,1.1770825430099863,-1.1661636202354497,-1.4368704222962485,-1.7484251816955452,-0.825743967497452,-1.218678656325084,0.028649797987242324,-2.0482318457355486,-0.8871342741801236,275 days,103 days,11,18.181818181818183,2.1873610792252958,-6.081558658841188,-1.5711709587538425,33 days,13 days,0.11976701449924824,-1.5453021364627613,-2.1781896498425994,-1.331515547582873,"FixedSmaStrategy(n_fast=8,n_slow=8)","                   Equity  DrawdownPct DrawdownDuration
Date                                                   
2012-01-03  100000.000000     0.000000              NaT
2012-01-04  100000.000000     0.000000              NaT
2012-01-05  100000.000000     0.000000              NaT
2012-01-06  100000.000000     0.000000              NaT
2012-01-09  100000.000000     0.000000              NaT
...                   ...          ...              ...
2012-12-26   98567.174827     0.017740              NaT
2012-12-27   98499.594747     0.018414              NaT
2012-12-28   98364.437806     0.019761              NaT
2012-12-31   98354.543143     0.019859              NaT
2013-01-02   98315.339623     0.020250         275 days

[251 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice  ...  Duration   Tag Entry__calculat…(C,20)  Exit__calculat…(C,20)
0    540        37       43   18.474658  ...    8 days  None              18.609388              18.687129
1    529        45       67   18.809043  ...   33 days  None              18.696186              19.423470
2    505        70       74   19.749487  ...    6 days  None              19.483379              19.536323
3    508        80       86   19.582300  ...   10 days  None              19.491040              19.595203
4    534       110      121   18.629628  ...   15 days  None              18.234929              18.512095
5    534       125      128   18.601562  ...    4 days  None              18.625067              18.699796
6    537       137      139   18.489293  ...    4 days  None              18.262650              18.161959
7    542       144      161   18.229668  ...   23 days  None              18.044778              18.514134
8    623       210      214   15.848264  ...    6 days  None              15.479836              15.360534
9    675       234      249   14.538415  ...   24 days  None              14.286696              14.630669
10   648       250      250   15.124815  ...    0 days  None              14.696460              14.696460

[11 rows x 16 columns]",INTC,8,8,2007-01-03,2012-01-02,2012-01-03,2013-01-02
2013-01-03,2014-01-02,364 days,59.12698412698413,100777.88909854459,101093.86689905582,480.8097370676158,0.7778890985445905,27.46643919681745,0.7778890985422171,1.5402784086300587,0.5378962848863411,0.5050314892319244,0.7030676759886625,0.7207977068953754,-0.6612140452797852,0.05239496585313197,-1.0792058452748776,-0.43004642976520363,198 days,53 days,12,41.66666666666667,11.497142444052278,-5.287331803211698,0.577208721919531,42 days,17 days,1.6340230104317541,0.6561110541139604,0.5336473100227768,0.1606339487182078,"FixedSmaStrategy(n_fast=8,n_slow=8)","                   Equity  DrawdownPct DrawdownDuration
Date                                                   
2013-01-03  100000.000000     0.000000              NaT
2013-01-04  100000.000000     0.000000              NaT
2013-01-07  100000.000000     0.000000              NaT
2013-01-08  100000.000000     0.000000              NaT
2013-01-09  100000.000000     0.000000              NaT
...                   ...          ...              ...
2013-12-26  100766.467366     0.003239              NaT
2013-12-27  100726.314053     0.003636              NaT
2013-12-30  100826.704030     0.002643              NaT
2013-12-31  100870.875249     0.002206              NaT
2014-01-02  100777.889099     0.003126         198 days

[252 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice  ...  Duration   Tag Entry__calculat…(C,20)  Exit__calculat…(C,20)
0    650        28       33   15.337972  ...    8 days  None              15.250849              15.151527
1    658        38       39   15.113898  ...    1 days  None              15.099232              15.106956
2    650        40       52   15.294600  ...   16 days  None              15.111911              15.320621
3    643        55       56   15.460847  ...    1 days  None              15.415309              15.458316
4    635        57       60   15.627095  ...    6 days  None              15.490843              15.546861
5    632        66       70   15.699376  ...    6 days  None              15.480724              15.511805
6    629        71       99   15.749972  ...   41 days  None              15.540356              17.545723
7    573       100      117   17.481601  ...   23 days  None              17.565550              17.997808
8    566       134      136   17.729680  ...    2 days  None              17.451690              17.345531
9    597       169      186   16.709611  ...   25 days  None              16.444379              17.084987
10   586       196      226   17.011678  ...   42 days  None              17.110773              18.078106
11   540       234      251   18.569004  ...   27 days  None              18.010145              18.586104

[12 rows x 16 columns]",INTC,8,8,2008-01-03,2013-01-02,2013-01-03,2014-01-02
2014-01-03,2015-01-02,364 days,70.23809523809523,102958.63932446728,103828.23178185534,533.4585049608903,2.95863932446728,52.86375727044216,2.9586393244658726,2.038188350228824,2.0390836851606142,1.4516025097159009,2.8712974034138545,2.5795206726225977,-0.8745162141497658,0.07251008510437996,-1.146972519300582,-0.22141877740610552,127 days,15 days,13,38.46153846153847,24.187430358708703,-3.0880147664634108,2.0587106282901058,71 days,19 days,3.631805175437452,2.277543544421922,1.1214840721203965,0.27718588996791316,"FixedSmaStrategy(n_fast=8,n_slow=8)","                   Equity  DrawdownPct DrawdownDuration
Date                                                   
2014-01-03  100000.000000     0.000000              NaT
2014-01-06  100000.000000     0.000000              NaT
2014-01-07  100000.000000     0.000000              NaT
2014-01-08  100000.000000     0.000000              NaT
2014-01-09  100000.000000     0.000000              NaT
...                   ...          ...              ...
2014-12-26  103220.496559     0.005853              NaT
2014-12-29  103118.868118     0.006832              NaT
2014-12-30  103091.401343     0.007097              NaT
2014-12-31  102874.411273     0.009187              NaT
2015-01-02  102958.639324     0.008375          28 days

[252 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice  ...  Duration   Tag Entry__calculat…(C,20)  Exit__calculat…(C,20)
0    540        29       42   18.453281  ...   20 days  None              18.382515              18.438266
1    537        43       48   18.543371  ...    7 days  None              18.462665              18.506960
2    537        50       78   18.528357  ...   41 days  None              18.506960              19.910849
3    503        81       82   19.902216  ...    1 days  None              19.983296              19.983296
4    499        90       91   20.058083  ...    1 days  None              19.978006              19.951861
5    501        98      148   19.936937  ...   71 days  None              19.873206              25.372336
6    394       154      175   25.953978  ...   32 days  None              25.627391              26.518031
7    385       177      180   26.609497  ...    5 days  None              26.562241              26.566433
8    385       186      188   26.601875  ...    2 days  None              26.518793              26.443713
9    405       205      209   25.214615  ...    4 days  None              25.016053              24.935638
10   397       210      239   25.771043  ...   42 days  None              24.943260              27.936736
11   363       243      244   28.402825  ...    3 days  None              28.176111              28.238257
12   358       245      251   28.694384  ...   10 days  None              28.283524              28.253985

[13 rows x 16 columns]",INTC,8,8,2009-01-03,2014-01-02,2014-01-03,2015-01-02
2015-01-05,2015-12-31,360 days,55.77689243027888,99876.31030123774,100621.28455413888,516.2511011504702,-0.12368969876226038,5.457811031774311,-0.12418218030260109,1.5554563131055943,-0.08659886184855248,-0.0798364950891236,-0.12134067172137009,-0.09265108200059799,-0.3455974317691164,0.04065874243629039,-1.3403208858564608,-0.7179803751167113,241 days,105 days,13,23.076923076923077,12.576895580105338,-4.366001588020865,-0.16663618360449606,41 days,14 days,0.9355941348635763,-0.08794722643307666,-0.08182696390582117,-0.017418196076086634,"FixedSmaStrategy(n_fast=8,n_slow=8)","                   Equity  DrawdownPct DrawdownDuration
Date                                                   
2015-01-05  100000.000000     0.000000              NaT
2015-01-06  100000.000000     0.000000              NaT
2015-01-07  100000.000000     0.000000              NaT
2015-01-08  100000.000000     0.000000              NaT
2015-01-09  100000.000000     0.000000              NaT
...                   ...          ...              ...
2015-12-24   99941.826521     0.006753              NaT
2015-12-28   99927.564526     0.006894              NaT
2015-12-29  100073.067450     0.005448              NaT
2015-12-30   99944.680573     0.006724              NaT
2015-12-31   99876.310301     0.007404          69 days

[251 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice  ...  Duration   Tag Entry__calculat…(C,20)  Exit__calculat…(C,20)
0    372        30       34   26.775184  ...    6 days  None              26.437500              26.135256
1    378        35       37   26.296093  ...    2 days  None              26.135392              26.111986
2    378        39       42   26.234266  ...    3 days  None              26.187131              26.188676
3    405        58       59   24.464707  ...    1 days  None              24.472435              24.363094
4    410        64       85   24.132435  ...   29 days  None              23.967842              25.161025
5    390        87       89   25.435505  ...    2 days  None              25.250027              25.290179
6    388        90      104   25.575607  ...   21 days  None              25.303255              25.801703
7    432       147      158   22.907899  ...   15 days  None              22.623896              22.577177
8    443       165      167   22.232989  ...    2 days  None              22.225139              22.162749
9    436       168      181   22.601835  ...   20 days  None              22.165495              22.667365
10   425       186      215   23.198272  ...   41 days  None              22.888282              26.608456
11   366       223      243   27.250033  ...   31 days  None              26.522181              27.383598
12   361       245      250   27.621494  ...    8 days  None              27.418767              27.465792

[13 rows x 16 columns]",INTC,8,8,2010-01-03,2015-01-02,2015-01-03,2016-01-02
2016-01-04,2016-12-30,361 days,65.07936507936508,100560.18153993654,101216.54982458473,642.0947090540348,0.5601815399365442,21.56583989378509,0.560181539934379,1.393453655662303,0.39071095015594803,0.4020094515939441,0.5468804082464405,0.5611084346972903,-0.23668397320452883,0.03695035839391148,-0.9983481004640193,-0.45070136866623023,163 days,45 days,16,37.5,6.955544470468984,-3.056813691746247,0.3130361382320146,40 days,14 days,1.3871843471181895,0.35455549803113673,0.4663968620240904,0.10376660422959788,"FixedSmaStrategy(n_fast=8,n_slow=8)","                   Equity  DrawdownPct DrawdownDuration
Date                                                   
2016-01-04  100000.000000     0.000000              NaT
2016-01-05  100000.000000     0.000000              NaT
2016-01-06  100000.000000     0.000000              NaT
2016-01-07  100000.000000     0.000000              NaT
2016-01-08  100000.000000     0.000000              NaT
...                   ...          ...              ...
2016-12-23  100631.601490     0.005779              NaT
2016-12-27  100659.762110     0.005501              NaT
2016-12-28  100535.836300     0.006725              NaT
2016-12-29  100544.286789     0.006642              NaT
2016-12-30  100560.181540     0.006485         163 days

[252 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice  ...  Duration   Tag Entry__calculat…(C,20)  Exit__calculat…(C,20)
0    423        31       33   23.543394  ...    4 days  None              23.389100              23.348834
1    426        34       35   23.360021  ...    1 days  None              23.327238              23.307754
2    416        37       64   23.822439  ...   40 days  None              23.314195              25.497500
3    393        65       66   25.424947  ...    1 days  None              25.524606              25.539754
4    394        70       71   25.337251  ...    1 days  None              25.576828              25.556099
5    392        75       77   25.464809  ...    4 days  None              25.471588              25.441691
6    406        98      121   24.526786  ...   34 days  None              24.272682              25.631297
7    388       124      147   25.733020  ...   34 days  None              25.667886              27.935593
8    356       149      153   28.196788  ...    6 days  None              28.051684              28.079626
9    359       154      155   27.969919  ...    3 days  None              28.070058              28.075069
10   356       156      174   28.172485  ...   27 days  None              28.088213              28.838509
11   347       175      176   28.966527  ...    1 days  None              28.866868              28.883478
12   328       178      196   30.562732  ...   26 days  None              29.055252              30.337477
13   343       201      202   29.225797  ...    1 days  None              30.296558              30.210672
14   351       221      231   28.491913  ...   15 days  None              28.240240              28.386193
15   345       236      251   28.965430  ...   22 days  None              28.498448              29.563833

[16 rows x 16 columns]",INTC,8,8,2011-01-03,2016-01-02,2016-01-03,2017-01-02
2017-01-03,2018-01-02,364 days,53.57142857142857,102412.92423362302,102784.65020678152,364.4652042429721,2.412924233623024,30.842269692446095,2.412924233625202,1.4811550854322848,1.6643491739086524,1.6290827728691046,3.120257552334949,3.526900379313875,0.39164185899531745,0.0655361098513045,-0.6841486784763151,-0.2789714895821607,104 days,33 days,9,33.33333333333333,24.953517620437868,-1.9619168337761899,2.4111669387219425,74 days,21 days,5.207832569038661,2.691797786987495,0.9510557373716056,0.26937500513007717,"FixedSmaStrategy(n_fast=8,n_slow=8)","                   Equity  DrawdownPct DrawdownDuration
Date                                                   
2017-01-03  100000.000000     0.000000              NaT
2017-01-04  100000.000000     0.000000              NaT
2017-01-05  100000.000000     0.000000              NaT
2017-01-06  100000.000000     0.000000              NaT
2017-01-09  100000.000000     0.000000              NaT
...                   ...          ...              ...
2017-12-26  102366.124805     0.004072              NaT
2017-12-27  102372.902550     0.004006              NaT
2017-12-28  102397.740597     0.003764              NaT
2017-12-29  102384.190239     0.003896              NaT
2018-01-02  102412.924234     0.003617          61 days

[252 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice  ...  Duration   Tag Entry__calculat…(C,20)  Exit__calculat…(C,20)
0   334        34       35   29.879309  ...    1 days  None              29.949670              29.894086
1   333        37       39   29.945080  ...    2 days  None              29.813321              29.748212
2   340        59       70   29.205094  ...   15 days  None              29.156171              29.326780
3   336        73       81   29.575087  ...   12 days  None              29.385157              29.745287
4   332        82       89   29.903973  ...    9 days  None              29.778586              30.001775
5   332        99      110   29.919356  ...   18 days  None              29.841987              29.768599
6   347       133      158   28.560892  ...   35 days  None              28.327303              29.756470
7   332       171      223   29.943661  ...   74 days  None              29.405377              37.742826
8   269       242      251   37.903249  ...   15 days  None              37.100265              37.848677

[9 rows x 16 columns]",INTC,8,8,2012-01-03,2017-01-02,2017-01-03,2018-01-02
2018-01-03,2019-01-02,364 days,54.581673306772906,96452.44452677059,100575.20379563757,819.2696696249766,-3.5475554732294112,0.2591061413913424,-3.5614344432219114,2.1026815922960385,-2.4696158692489867,-1.6937583209319758,-2.009568457257569,-0.8259212275899767,-3.5586024877440616,0.04263509330705245,-4.312075200699361,-1.2951720987439659,299 days,80 days,21,19.047619047619047,5.8664439007068365,-9.484853276987742,-1.8855823443248432,47 days,9 days,0.2435183279975369,-1.825868219946261,-2.3677675313673245,-0.5866449020563221,"FixedSmaStrategy(n_fast=8,n_slow=8)","                   Equity  DrawdownPct DrawdownDuration
Date                                                   
2018-01-03  100000.000000     0.000000              NaT
2018-01-04  100000.000000     0.000000              NaT
2018-01-05  100000.000000     0.000000              NaT
2018-01-08  100000.000000     0.000000              NaT
2018-01-09  100000.000000     0.000000              NaT
...                   ...          ...              ...
2018-12-26   96238.325375     0.043121              NaT
2018-12-27   96238.325375     0.043121              NaT
2018-12-28   96238.325375     0.043121              NaT
2018-12-31   96238.325375     0.043121              NaT
2019-01-02   96452.444527     0.040992         299 days

[251 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice  ...  Duration   Tag Entry__calculat…(C,20)  Exit__calculat…(C,20)
0    257        31       32   38.726672  ...    4 days  None              38.768923              38.806040
1    252        33       35   39.445072  ...    2 days  None              38.814084              38.954889
2    244        36       56   40.738216  ...   28 days  None              38.928158              42.874442
3    223        57       59   44.803599  ...    2 days  None              42.928535              43.120816
4    227        60       61   43.687928  ...    1 days  None              43.118280              43.118280
5    229        67       76   43.096306  ...   13 days  None              42.814857              43.233649
6    225        77      109   43.831614  ...   47 days  None              43.241677              46.968878
7    212       113      114   46.898311  ...    3 days  None              47.063660              47.051759
8    226       130      131   43.940084  ...    1 days  None              43.994910              43.881001
9    223       132      143   44.543634  ...   17 days  None              43.739889              43.583053
10   237       164      167   41.521847  ...    3 days  None              41.308291              41.239621
11   237       168      169   41.376467  ...    1 days  None              41.182321              41.097652
12   243       181      182   40.298858  ...    3 days  None              40.118834              40.086761
13   247       183      184   39.529144  ...    1 days  None              39.982422              39.859696
14   244       187      194   40.016638  ...    9 days  None              39.611677              39.819071
15   245       207      208   39.768608  ...    1 days  None              39.006168              38.991629
16   235       209      225   41.299492  ...   23 days  None              38.911236              40.753526
17   235       228      230   41.258184  ...    2 days  None              41.028854              41.136635
18   225       231      233   43.031063  ...    3 days  None              41.279267              41.330904
19   233       234      235   41.258185  ...    3 days  None              41.224187              41.147592
20   233       239      240   41.215156  ...    3 days  None              41.238818              41.194496

[21 rows x 16 columns]",INTC,8,8,2013-01-03,2018-01-02,2018-01-03,2019-01-02
2019-01-03,2020-01-02,364 days,66.26984126984127,102601.58168439228,102796.63644875323,369.3823575736478,2.6015816843922805,32.3383614354243,2.6015816843913075,2.0728147597358184,1.7939667922700853,1.2550960823546435,1.9372728554541456,2.11410557163012,0.7930781263997171,0.05592440302221005,-1.230582672550884,-0.40684217091659924,91 days,24 days,9,66.66666666666666,9.528076647093641,-4.385404302237238,2.7599772176603476,56 days,27 days,4.0014311552832975,2.8849151823774695,1.6074317694946347,0.49903177168116564,"FixedSmaStrategy(n_fast=8,n_slow=8)","                   Equity  DrawdownPct DrawdownDuration
Date                                                   
2019-01-03  100000.000000     0.000000              NaT
2019-01-04  100000.000000     0.000000              NaT
2019-01-07  100000.000000     0.000000              NaT
2019-01-08  100000.000000     0.000000              NaT
2019-01-09  100000.000000     0.000000              NaT
...                   ...          ...              ...
2019-12-26  102549.270341     0.002406              NaT
2019-12-27  102594.680337     0.001965              NaT
2019-12-30  102514.338006     0.002746              NaT
2019-12-31  102554.507661     0.002355              NaT
2020-01-02  102601.581684     0.001897          37 days

[252 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice  ...  Duration   Tag Entry__calculat…(C,20)  Exit__calculat…(C,20)
0   238        21       55   41.843405  ...   49 days  None              41.408358              46.344179
1   214        60       79   47.062600  ...   28 days  None              46.398310              48.602040
2   254       107      146   39.429970  ...   56 days  None              38.941556              43.738939
3   243       166      183   41.441943  ...   26 days  None              40.711397              44.243041
4   227       184      186   44.722902  ...    4 days  None              44.468059              44.820280
5   222       187      188   45.591395  ...    1 days  None              44.986083              45.006699
6   221       195      231   45.617709  ...   53 days  None              44.665005              51.147876
7   201       239      242   50.764386  ...    5 days  None              50.752479              50.647070
8   198       244      251   51.443598  ...   13 days  None              50.681912              51.265858

[9 rows x 16 columns]",INTC,8,8,2014-01-03,2019-01-02,2019-01-03,2020-01-02
